사업자번호,업체명,대표자명,주소,상세주소,대표전화,팩스,홈페이지
127-81-07966,조일조명공업(주),강영주,경기도 포천시 호병로 117 (신읍동),,031-532-0264,031-536-1342,http://www.joilltg.com
127-81-12644,(주)서울벽지,"윤병조,윤형섭",경기도 양주시 칠봉산로 286번길 77 (봉양동),,031-847-9119,031-847-9110,http://www.seoulwallpaper.co.kr
127-81-14128,동건화학(주),최숙주,경상북도 경산시 진량읍 당곡2길 62,,053-952-5859,053-942-9933,www.그린화이트.kr
127-81-14467,신홍진기업(주),안민균,경기도 양주시 광적면 부흥로597번길 105-11,,031-836-3361,031-836-3364,
127-81-15127,천일페인트(주),신재서,경기도 양주시 화합로1325번길 333 (덕정동),,031-859-1001,031-858-2464,
127-81-16183,(주)비앤비,신현관,경기도 포천시 가산면 가산로96번길 56,,031-543-2358,031-543-2011,http://www.atometal.co.kr
127-81-18406,(주)부성화학,유임춘,경기도 포천시 영중면 영일로97번길 56,,031-531-6010,031-534-2098,http://
127-81-22012,(주)포천수지,유삼석,경기도 포천시 가산면 진금로 93,,031-541-8560,031-544-2292,http://www.pocheonresin.co.kr
127-81-22201,산양환경산업(주),장택무,경기도 양주시 은현면 그루고개로 403-34,,031-861-2285,031-861-2287,
127-81-22249,(주)대성기업,최용만,경기도 연천군 전곡읍 평화로966번길 138,,000-000-0000,,
127-81-24612,동북산업(주),황길주,"서울특별시 은평구 연서로 161, 3층 304호 (갈현동)",,031-541-1989,,www.dbuk.co.kr
127-81-33770,한빛테라죠산업(주),"정창현, 정광호",경기도 포천시 창수면 포천로 2561,,031-532-2145,031-527-2145,www.hv-terrazzo.co.kr
127-81-59805,서일전선(주),서상관,경기도 동두천시 강변로762번길 15 (동두천동),,031-866-4101,031-866-9829,
127-81-61145,(주)네오퍼스,윤진현,경기도 포천시 가산면 정금로255번길 4-29,,070-4802-7836,031-542-5748,www.neofurs.co.kr
128-82-11612,(사)한국시각장애인연합회인쇄사업단,연규홍,경기도 고양시 일산동구 공릉천로 102-1 (사리현동),,070-7728-7785,031-967-7780,http://
128-82-11795,(사)장애인생산품판매지원협회 아름다운동행 사업단,이용국,경기도 고양시 일산서구 덕산로 153-18 (가좌동),,031-925-1290,031-914-1290,www.koreasm.or.kr
128-82-13643,홍애원,고정진,경기도 고양시 덕양구 보광로106번길 93 (벽제동),,031-963-6736,031-963-6749,http://sbhaw.com
128-86-03731,(주)아름다운길,이동희,"경기도 고양시 일산동구 중앙로 1233, 406호 (장항동, 현대타운빌)",,031-908-6241,031-908-6242,www.etoroad.co.kr
128-86-07794,(주)포유디지탈,최우식,"경기도 고양시 일산서구 킨텍스로 240, 1908호 1909호, 1910호(대화동, 킨텍스꿈에그린)",,031-909-7878,031-909-7879,http://www.imuz.com
128-86-08565,(주)인터라이팅,전영귀,경기도 고양시 일산동구 은마길79번길 54-11(설운동),,031-977-8812,031-977-8813,http://
128-86-10061,(주)동일에이앤티,조정아,"충청남도 천안시 서북구 직산읍 2공단5로 107, 1층",,041-582-5017,041-582-5053,http://www.diant.net
128-86-14669,(주)에스씨알,김영남,경기도 고양시 덕양구 동헌로 127-13 (관산동),,031-962-9300,031-962-9300,www.scr21.com
128-86-22456,탑라이팅(주),김석규,경기도 양주시 광적면 광적로326번길 50-59,,031-836-1241,031-836-1247,http://www.toplightingled.co.kr
128-86-25642,수경화학(주),김문언,충청남도 천안시 동남구 풍세면 풍세산단4로 62-16,,041-558-9780,041-558-9781,http://
128-86-29177,(주)우일인더스,박찬금,"강원도 원주시 이화4길 85, 102호 (단계동)",,033-812-2800,070-4009-6630,
409-86-26759,한빛건설(주),김진숙,전라남도 장흥군 장흥읍 산단1로 53-40,,061-864-0485,062-951-0486,http://
127-81-64012,(주)스페이스인코,"장진호, 장희정","서울특별시 영등포구 경인로 775, 3동 506호(문래동3가,  에이스하이테크시티)",,02-2653-3525,02-2652-4954,http://www.spacekorea.co.kr
127-81-64161,호명화학공업(주),정호열,경기도 포천시 가산면 정금로 274,,031-544-0241,031-544-0243,http://
127-81-70834,(주)하이우드,김명섭,경기도 포천시 화현면 화동로 445,,031-538-1135,031-538-1177,www.hiwoodm.com
127-81-71003,(주)씨.에스,최상준,경기도 연천군 청산면 청창로 100,,031-832-7100,031-832-3993,
127-81-71513,(주)빠라베에사,김혜경,경기도 양주시 광적면 화합로 179-17,,031-871-7117,031-871-3830,WWW.PBZ.CO.KR
127-81-71866,(주)주주콘크리트,최종선,경기도 양주시 은현면 용암로 2,,031-858-6400,031-858-6403,www.jujucon.co.kr
127-81-82136,한양산업개발(주),김규배,경기도 양주시 광적면 그루고개로143번길 224,한양산업개발(주) 3층,031-855-2824,031-855-2825,http://hypc.kr
226-81-28313,(주)퓨쳐라이팅,권택동,강원도 강릉시 주문진읍 농공단지길 28-9,,033-645-6887,033-645-6175,http://www.vialuce.co.kr
226-81-36394,(주)보광,박문희,강원도 강릉시 남부로212번길 15 (노암동),,033-648-4440,033-648-0940,http://
226-81-38747,(주)우남케미칼,남철현,강원도 강릉시 주문진읍 농공단지길 28-10,,033-661-3390,033-661-3392,
226-81-45520,경동콘크리트(주),김병찬,강원도 정선군 임계면 서동로 5449,,033-563-8284,03-563-8286,
226-81-47625,(주)반석,박형원,강원도 강릉시 구정면 칠성로 7,,033-651-6805,033-653-6805,
137-12-88806,그린ENG,송재춘,경기도 김포시 하성면 애기봉로 746,,031-988-1985,031-989-2985,http://
137-13-97113,C.J KOREA,김혜경,경기도 김포시 대곶면 율생중앙로205번길 70,,031-984-4031,031-998-4031,http://
137-14-00463,국제케미칼,조은미,경기도 파주시 광탄면 장지산로 250-46,,031-942-5780,031-942-5784,http://
137-15-05015,코리아브레이크,김철우,경기도 김포시 대곶면 율생중앙로206번길 109-3,,031-998-7702,02-6280-3762,http://www.koreabrakes.com
137-15-10099,다인이엔지,차윤도,경기도 김포시 하성면 오정동로 110,,031-982-4564,031-982-4594,http://dainbath.com
137-15-99546,모던,조재명,경기도 김포시 통진읍 절골로 78,,031-998-1705,031-988-1709,http://
137-16-49742,모아큐비클,용도운,경기도 김포시 대곶면 학의동로34번길 60,,031-997-0447,031-997-0448,www.cubicle.co.kr
137-16-62895,유토(UTO),이경태,경기도 김포시 통진읍 동을산로 178,,031-982-8546,031-982-8542,http://
137-16-79834,뉴델데코텍,두현돈,경기도 김포시 월곶면 고정로 13,,031-988-3477,031-988-3877,http://
127-81-88090,(주)썬래이,전현수,경기도 광주시 곤지암읍 경충대로101번길 40,,031-752-3705,031-752-3707,www.sunray0715.co.kr
127-81-90451,(주)더죤테크,원창재,경기도 하남시 신평로168번길 53-14 (신장동),,031-795-7727,031-795-7726,
127-81-94103,(주)디피아이,오경자,경기도 포천시 내촌면 금강로 3113-23,,031-533-5817,031-532-5233,http://www.dpipvc.co.kr
127-81-95946,(주)한국에프앤에이,김영균,"경기도 이천시 대월면 사동로77번길 44-41, 44-39",,02-576-1482,,http://www.emgwood.com
127-82-10231,(사)한국청각장애인복지회청음공방,김효길,경기도 포천시 내촌면 부마로282번길 99,,031-532-2164,031-533-6613,www.chungeum.co.kr
127-85-53416,(주)정선골재 동부사업소,박명수,경기도 포천시 내촌면 금강로 2768-152,,031-533-4777,031-532-2114,http://
127-85-55700,대성산업(주)캔사업소,"김영대,정광우",경기도 포천시 영중면 호국로 2583-1,,031-533-4872,02-3703-7840,
127-86-17644,(주)삼원가구,이정우,경기도 포천시 송선로 150-8 (설운동),,031-542-0937,031-542-0937,www.samwonpatition.co.kr
127-86-29081,(주)디에이치나노텍,고명석,경기도 포천시 해룡로 83-99 (설운동),,02-2208-2736,050-2280-2739,
127-86-39798,(주)크로바가구,정명희,"경기도 양주시 화합로1325번길 403-8, 1층 (덕정동)",,031-858-0011,031-858-0012,www.cloveroa.co.kr
128-81-16828,(주)신일프레임,노상철,경기도 파주시 월롱면 휴암로117번길 45,,031-945-3320,,http://www.shinilframe.co.kr
128-81-20356,(주)한남산업,김이섭,경기도 파주시 광탄면 혜음로 457,,031-943-3088,031-943-2663,http://www.hannamind.co.kr
211-86-88779,(주)이누미디어,"강성운,김동열",경기도 광주시 도척면 도척로 694-38,,02-3445-2369,02-3445-1443,http://innumedia.net/kr/
211-87-03097,(주)자연앤혜종,이경곤,경기도 광주시 곤지암읍 열미길 99-35,,02-548-2419,02-547-5836,http://www.hjfloor.kr
211-87-11485,(주)씨에프에스인터내셔널,김기조,"서울특별시 서초구 효령로72길 34, 3층(서초동, 씨에프에스빌딩)",,02-515-7561,02-515-7709,
211-87-64342,(주)비젼세라믹,김광문,전라북도 부안군 보안면 부안로 1256,,063-581-2043,063-584-2042,
211-87-68391,(주)제마코퍼레이션,정영환,경기도 화성시 장안면 수정로 241,,02-514-1155,,www.jemaco.kr
211-87-70048,(주)케이씨환경디자인,구희경,인천광역시 동구 샛골로 230-33 (송림동),,032-677-1994,032-677-1995,www.kcdesign.co.kr
404-81-20212,(주)티엘론,류정우,전라북도 부안군 행안면 부안농공단지길 14-8,,063-581-9111,063-581-9114,http://www.tiellon.co.kr
404-81-22113,(유)숲으로,윤현영,전라북도 정읍시 신태인읍 연정길 25,,063-571-6705,063-571-0543,http://
404-81-22146,(주)소프트아쿠아,장희정,전라북도 정읍시 2산단7길 24 (하북동),,063-535-9953,063-535-9973,
404-81-32678,(주)상진콘크리트,"김기숙,김우형",전라북도 부안군 행안면 부안로 2403,,070-4236-6744,063-584-6745,
404-81-42235,(주)수파이프,김호서,전라북도 부안군 행안면 부안농공단지길 17,,063-582-6000,,
404-81-45756,(주)대성피앤에스,박승일,"경기도 고양시 일산동구 동국로 215, 1, 2층(성석동)",,031-923-6728,031-923-6778,http://
405-01-45397,서광기업,김용덕,전라북도 김제시 황산면 남양2길 243,,063-546-7752,063-546-7759,
558-88-00981,(주)더블엠,김정음,강원도 춘천시 서면 경춘로 635,,070-7722-9766,070-7718-0018,http://
130-81-61229,(주)금빛,김철현,경기도 부천시 산업로104번길 14(오정동),,032-670-3164,032-670-3101,
137-81-23828,(주)스토즈,김미영,인천광역시 서구 도담로 173,,032-567-7500,070-8282-3583,http://
128-81-66712,(주)한솔스틸,최판식,충청남도 당진시 신평면 샛터로 257,,041-363-0066,041-363-0067,http://www.hansolsteel.com/
128-81-66954,(주)센트온,유정연,충청북도 음성군 금왕읍 무극로65번길 31,,043-877-7151,043-877-9629,http://www.ecomist.co.kr
128-81-67254,(주)동광시스템,이호직,경기도 고양시 일산동구 동국로 335-19,,031-968-0900,031-966-5658,http://
128-81-67502,(주)힘멜,엄정일,경기도 파주시 월롱면 검바위길 87-39,,031-944-4143,031-944-4173,www.himmel.co.kr
128-81-97608,리싸이클(주),박찬수,"경기도 고양시 일산동구 호수로 646-30, 601호(장항동,신풍플로스타)",,031-901-8184,031-903-8186,http://recycle20
128-82-05876,사회복지법인에덴복지재단에덴하우스,홍성규,경기도 파주시 소라지로195번길 47-30 (신촌동),,031-946-7030,031-946-7034,http://www.edenwelfare.org
128-86-38389,(주)케이지테크,이진욱,경기도 고양시 일산동구 은마길 31-22,가동(성석동),033-1977-6511,031-977-6515,http://
128-86-40245,(주)영일H&T,김대영,경기도 파주시 광탄면 장지산로368번길 12,,031-969-8002,050-5214-0101,www.01hnt@co.kr
128-86-41996,해용정보통신(주),백다리아,"경기도 고양시 일산동구 중산로 247 (중산동, 중산프라자 306,307호)",,031-971-4969,,
128-86-47535,(주)지엘티파워,이순현,인천광역시 부평구 부영로 196,"2동 1002호 (부평동,대림아파트)",032-676-6940,032-556-6941,http://
128-86-48456,(주)투데코,안종상,경기도 고양시 덕양구 고골길 102-1,,02-355-0091,031-622-9322,http://
128-86-50253,(주)긴키테크코리아,전진우,"경기도 고양시 덕양구 삼송로 12, 310호,311호(원흥동, 반도유스퀘어)",,02-3158-5765,02-3158-5766,http://kinteko.co.kr/
128-86-57450,(주)씨씨티연구소,강형무,경상북도 문경시 가은읍 가은공단길 17,,054-535-2704,054-572-2705,
128-86-68544,(주)코오롱카페트,전민희,경기도 파주시 월롱면 홀작로 70-178,,031-942-6779,031-942-6785,http://www.koloncarpet.com
128-86-70055,(주)에코트랙,이정미,"경기도 고양시 일산동구 은마길79번길 81-2 (설문동,가동)",,031-912-0265,031-922-0265,
128-86-77494,(주)신성,손경열,경기도 파주시 파주읍 술이홀로 363-5,,031-977-8224,031-977-8229,http://
128-86-82245,(주)대성산업,박명식,경기도 고양시 일산동구 동국로223번길 5,,031-923-6728,031-923-6778,
128-86-82513,선호라이팅(주),엄정인,"경기도 고양시 덕양구 통일로 140, 비동 120호 (동산동, 삼송테크노밸리",,02-2606-3020,02-2606-3026,http://www.sunholighting.com/
128-86-90968,(주)세정이엔티,김인철,경기도 파주시 독점말2길 22,( 야동동),031-948-0130,031-948-0136,http://
129-81-02666,(주)에이스침대,안성호,경기도 성남시 중원구 사기막골로105번길 42,,031-746-7111,031-883-7406,www.acebed.co.kr
129-81-03457,광명전기(주),"이경수, 이정호",경기도 성남시 중원구 갈마치로203번길 12,(상대원동),032-653-0212,032-653-0216,http://www.kme.co.kr
129-81-93890,(주)이엘포장,조창호,"경기도 용인시 기흥구 죽전로 10, 6층 601호 (보정동, 장은메디칼프라자)",,031-924-0106,031-924-0301,http://
130-08-32319,돌핀케미칼,김남호 외 2 명,경기도 부천시 원미구 옥산로229번길 32,,032-678-4097,032-682-5926,http://
130-17-74247,대붕산업,박환수,경기도 김포시 대곶면 율마로151번길 53,,031-998-7046,031-998-9405,
130-20-84347,태양봉투,채충배,인천광역시 남동구 만월북로44번길 32,,032-507-3931,032-507-3932,http://
130-86-61660,이엔이엘이디(주),임명춘,경기도 부천시 오정로39번길 16 (삼정동),,032-675-8707,032-675-8708,
130-86-75543,(주)보승전기,이형곤,충청남도 당진시 시곡로 326(시곡동),,041-355-5711,041-355-5712,http://
130-86-75669,(주)에스피,송찬재,경기도 김포시 고촌읍 전호로26번길 21,,031-983-1242,031-983-1248,http://www.panel-sp.co.kr
130-86-78725,(주)엘티엘,윤재두,인천광역시 동구 방축로37번길 61-3 (송현동),,032-663-5128,032-663-5129,http://
130-86-89974,(주)바이오소재,유영선,"경기도 부천시 지봉로 43 (역곡동,카톨릭대창업보육센터305호,306호)",,02-6238-6284,032-344-6283,http://www.neomcc.com
130-86-91387,(주)정신,류종태,"경기도 부천시 석천로 397(삼정동, 테크노파크쌍용3차 일반제조 101-1308, 101-1309호)",,032-673-5511,032-624-3272,http://jungsin.co.kr
130-87-01830,(주)삼화전기,김용환,경기도 부천시 삼작로143번길 48,(내동),032-676-2709,032-673-3684,http://samhwa2709@naver.com
131-81-45542,(주)우광테크,안생열,"인천광역시 남동구 호구포로14번길 115 (고잔동,남동공단167B1L)",,032-815-3741,032-815-3746,http://www.wktech.kr
131-81-48272,(주)선일산업,이인선,경기도 김포시 통진읍 가현로85번길 73,,031-988-0049,031-988-0669,http://
131-81-49548,(주)윈텍스,고인배,경상북도 구미시 옥계2공단로 42 (황상동),,054-476-5441,054-476-5443,http://www.wintex.co.kr
131-81-58896,(주)에스스페이스,윤우준,경기도 파주시 조리읍 장곡로 79,,031-941-6606,031-946-9938,http://www.s-space.kr
131-81-71550,(주)디엠엘이디,박병관,"경기도 안산시 단원구 성곡로 176, 가동 409호(성곡동, 타원타크라)",,031-432-6769,031-432-9769,http://DMLED.KR
131-81-77480,(주)프라임,백매순,"인천 남동구 앵고개로627(고잔동,111블럭14롯트)",,032-1644-9533,032-446-1851,http://www.primewash.com
131-81-82528,한국메이네티(주),TAI LUN PAUL,"서울특별시 강남구 테헤란로 226 (역삼동,태왕빌딩8층)",,02-550-4100,02-552-1831,http://www.mainetti.com
